id,asset,milestone_year,scenario,period_block_start,period_block_end,solution
1,h2_storage,2030,1,1,1,0.0004967012200163697
2,h2_storage,2030,1,2,2,0.001779967095988646
3,h2_storage,2030,1,3,3,0.0008131650022716187
4,h2_storage,2030,1,4,4,0.0016671141393037167
5,h2_storage,2030,1,5,5,0.0022164199045440385
6,h2_storage,2030,1,6,6,0.001979230611152391
7,h2_storage,2030,1,7,7,0.002049396700543563
8,h2_storage,2030,1,8,8,0.0023517342655200502
9,h2_storage,2030,1,9,9,0.0020338857759784443
10,h2_storage,2030,1,10,10,0.001816512035923319
11,h2_storage,2030,1,11,11,0.001748425218431223
12,h2_storage,2030,1,12,12,0.0016478352924236984
13,h2_storage,2030,1,13,13,0.001618328488202639
14,h2_storage,2030,1,14,14,0.0013798425443473736
15,h2_storage,2030,1,15,15,0.0015938486925957996
16,h2_storage,2030,1,16,16,0.0003320429635585232
17,h2_storage,2030,1,17,17,0.0004852205991347062
18,h2_storage,2030,1,18,18,0.0012162942915565837
19,h2_storage,2030,1,19,19,0.0019794791630634526
20,h2_storage,2030,1,20,20,0.0028226899184710568
21,h2_storage,2030,1,21,21,0.000914623896306119
22,h2_storage,2030,1,22,22,0.0005756657893484753
23,h2_storage,2030,1,23,23,0.000519835704579939
24,h2_storage,2030,1,24,24,0.0
25,h2_storage,2030,1,25,25,0.00024111052473712653
26,h2_storage,2030,1,26,26,0.00024111052473712653
27,h2_storage,2030,1,27,27,0.00022824539655158545
28,h2_storage,2030,1,28,28,0.00019821041894476794
29,h2_storage,2030,1,29,29,0.0002490199584283642
30,h2_storage,2030,1,30,30,0.0008779276497811393
31,h2_storage,2030,1,31,31,0.001227475544549619
32,h2_storage,2030,1,32,32,0.00184663373283233
33,h2_storage,2030,1,33,33,0.0009967783697522423
34,h2_storage,2030,1,34,34,0.0013106925753509707
35,h2_storage,2030,1,35,35,0.0013106925753509707
36,h2_storage,2030,1,36,36,0.0012087861893393084
37,h2_storage,2030,1,37,37,0.0011640130030324282
38,h2_storage,2030,1,38,38,0.0011523865071855898
39,h2_storage,2030,1,39,39,0.001017644864425978
40,h2_storage,2030,1,40,40,0.0012040363817451614
41,h2_storage,2030,1,41,41,0.0011728098785873595
42,h2_storage,2030,1,42,42,0.001124471355345763
43,h2_storage,2030,1,43,43,0.0010984163294543276
44,h2_storage,2030,1,44,44,0.00011463550199290599
45,h2_storage,2030,1,45,45,0.0
46,h2_storage,2030,1,46,46,0.0007813341723288183
47,h2_storage,2030,1,47,47,0.0012608657245016155
48,h2_storage,2030,1,48,48,0.000994662055572275
49,h2_storage,2030,1,49,49,0.0006522262999909583
50,h2_storage,2030,1,50,50,0.00018037770492223965
51,h2_storage,2030,1,51,51,0.00023609586211344026
52,h2_storage,2030,1,52,52,0.0
53,h2_storage,2030,1,53,53,0.0004804116752871355
54,h2_storage,2030,1,54,54,0.0008220844734582621
55,h2_storage,2030,1,55,55,0.0006889549622096613
56,h2_storage,2030,1,56,56,0.0013786268893991936
57,h2_storage,2030,1,57,57,0.000715822951989162
58,h2_storage,2030,1,58,58,0.0007748430706051743
