id,asset,milestone_year,scenario,period_block_start,period_block_end,solution
1,h2_storage,2030,1,1,1,0.00892169618438171
2,h2_storage,2030,1,2,2,0.01784339236876342
3,h2_storage,2030,1,3,3,0.01784339236876342
4,h2_storage,2030,1,4,4,0.01784339236876342
5,h2_storage,2030,1,5,5,0.01784339236876342
6,h2_storage,2030,1,6,6,0.01784339236876342
7,h2_storage,2030,1,7,7,0.026765088553145126
8,h2_storage,2030,1,8,8,0.03568678473752684
9,h2_storage,2030,1,9,9,0.03568678473752684
10,h2_storage,2030,1,10,10,0.03568678473752684
11,h2_storage,2030,1,11,11,0.03568678473752684
12,h2_storage,2030,1,12,12,0.03568678473752684
13,h2_storage,2030,1,13,13,0.04460848092190855
14,h2_storage,2030,1,14,14,0.04460848092190855
15,h2_storage,2030,1,15,15,0.05353017710629026
16,h2_storage,2030,1,16,16,0.05353017710629026
17,h2_storage,2030,1,17,17,0.05353017710629026
18,h2_storage,2030,1,18,18,0.05353017710629026
19,h2_storage,2030,1,19,19,0.05353017710629026
20,h2_storage,2030,1,20,20,0.06245187329067197
21,h2_storage,2030,1,21,21,0.07137356947505367
22,h2_storage,2030,1,22,22,0.07137356947505367
23,h2_storage,2030,1,23,23,0.07137356947505367
24,h2_storage,2030,1,24,24,0.07137356947505367
25,h2_storage,2030,1,25,25,0.07137356947505367
26,h2_storage,2030,1,26,26,0.07137356947505367
27,h2_storage,2030,1,27,27,0.07137356947505367
28,h2_storage,2030,1,28,28,0.08029526565943539
29,h2_storage,2030,1,29,29,0.0892169618438171
30,h2_storage,2030,1,30,30,0.0892169618438171
31,h2_storage,2030,1,31,31,0.0892169618438171
32,h2_storage,2030,1,32,32,0.0892169618438171
33,h2_storage,2030,1,33,33,0.0892169618438171
34,h2_storage,2030,1,34,34,0.09813865802819881
35,h2_storage,2030,1,35,35,0.09813865802819881
36,h2_storage,2030,1,36,36,0.09813865802819881
37,h2_storage,2030,1,37,37,0.09813865802819881
38,h2_storage,2030,1,38,38,0.09813865802819881
39,h2_storage,2030,1,39,39,0.09813865802819881
40,h2_storage,2030,1,40,40,0.09813865802819881
41,h2_storage,2030,1,41,41,0.09813865802819881
42,h2_storage,2030,1,42,42,0.10706035421258052
43,h2_storage,2030,1,43,43,0.11598205039696223
44,h2_storage,2030,1,44,44,0.11598205039696223
45,h2_storage,2030,1,45,45,0.11598205039696223
46,h2_storage,2030,1,46,46,0.11598205039696223
47,h2_storage,2030,1,47,47,0.11598205039696223
48,h2_storage,2030,1,48,48,0.11598205039696223
49,h2_storage,2030,1,49,49,0.12490374658134394
50,h2_storage,2030,1,50,50,0.13382544276572564
51,h2_storage,2030,1,51,51,0.14274713895010735
52,h2_storage,2030,1,52,52,0.14274713895010735
53,h2_storage,2030,1,53,53,0.14274713895010735
