id,asset,milestone_year,scenario,period_block_start,period_block_end,solution,dual_balance_storage_inter_period,dual_max_storage_level_inter_period_limit,dual_min_storage_level_inter_period_limit
1,h2_storage,2030,30,1,1,,-0.0404999999999954,0.0,0.0
2,h2_storage,2030,30,2,2,,-0.040499999999999925,0.0,0.0
3,h2_storage,2030,30,3,3,,-0.040499999999999925,0.0,0.0
4,h2_storage,2030,30,4,4,,-0.040499999999999925,0.0,0.0
5,h2_storage,2030,30,5,5,,-0.040499999999999925,0.0,0.0
6,h2_storage,2030,30,6,6,,-0.040499999999999925,0.0,0.0
7,h2_storage,2030,30,7,7,,-0.040499999999999925,0.0,0.0
8,h2_storage,2030,30,8,8,,-0.040499999999999925,0.0,0.0
9,h2_storage,2030,30,9,9,,-0.040499999999999925,0.0,0.0
10,h2_storage,2030,30,10,10,,-0.040499999999999925,0.0,0.0
11,h2_storage,2030,30,11,11,,-0.040499999999999925,0.0,0.0
12,h2_storage,2030,30,12,12,,-0.040499999999999925,0.0,0.0
13,h2_storage,2030,30,13,13,,-0.040499999999999925,0.0,0.0
14,h2_storage,2030,30,14,14,,-0.040499999999999925,0.0,0.0
15,h2_storage,2030,30,15,15,,-0.040499999999999925,0.0,0.0
16,h2_storage,2030,30,16,16,,-0.040499999999999925,0.0,0.0
17,h2_storage,2030,30,17,17,,-0.040499999999999925,0.0,0.0
18,h2_storage,2030,30,18,18,,-0.040499999999999925,0.0,0.0
19,h2_storage,2030,30,19,19,,-0.040499999999999925,0.0,0.0
20,h2_storage,2030,30,20,20,,-0.040499999999999925,0.0,0.0
21,h2_storage,2030,30,21,21,,-0.040499999999999925,0.0,0.0
22,h2_storage,2030,30,22,22,,-0.040499999999999925,0.0,0.0
23,h2_storage,2030,30,23,23,,-0.040500000000000175,0.0,0.0
24,h2_storage,2030,30,24,24,,-0.040500000000000175,0.0,0.0
25,h2_storage,2030,30,25,25,,-0.04050000000000001,0.0,0.0
26,h2_storage,2030,30,26,26,,-0.04050000000000001,0.0,0.0
27,h2_storage,2030,30,27,27,,-0.04050000000000001,0.0,0.0
28,h2_storage,2030,30,28,28,,-0.04050000000000001,0.0,0.0
29,h2_storage,2030,30,29,29,,-0.04050000000000001,0.0,0.0
30,h2_storage,2030,30,30,30,,-0.04050000000000001,0.0,0.0
31,h2_storage,2030,30,31,31,,-0.04050000000000001,0.0,0.0
32,h2_storage,2030,30,32,32,,-0.04050000000000001,0.0,0.0
33,h2_storage,2030,30,33,33,,-0.04050000000000001,0.0,0.0
34,h2_storage,2030,30,34,34,,-0.04050000000000001,0.0,0.0
35,h2_storage,2030,30,35,35,,-0.04050000000000001,0.0,0.0
36,h2_storage,2030,30,36,36,,-0.04050000000000001,0.0,0.0
37,h2_storage,2030,30,37,37,,-0.04050000000000001,0.0,0.0
38,h2_storage,2030,30,38,38,,-0.04050000000000001,0.0,0.0
39,h2_storage,2030,30,39,39,,-0.04050000000000001,0.0,0.0
40,h2_storage,2030,30,40,40,,-0.04050000000000001,0.0,0.0
41,h2_storage,2030,30,41,41,,-0.04050000000000001,0.0,0.0
42,h2_storage,2030,30,42,42,,-0.04050000000000001,0.0,0.0
43,h2_storage,2030,30,43,43,,-0.04050000000000001,0.0,0.0
44,h2_storage,2030,30,44,44,,-0.04050000000000001,0.0,0.0
45,h2_storage,2030,30,45,45,,-0.04050000000000001,0.0,0.0
46,h2_storage,2030,30,46,46,,-0.04050000000000001,0.0,0.0
47,h2_storage,2030,30,47,47,,-0.04050000000000001,0.0,0.0
48,h2_storage,2030,30,48,48,,-0.04050000000000001,0.0,0.0
49,h2_storage,2030,30,49,49,,-0.04050000000000001,0.0,0.0
50,h2_storage,2030,30,50,50,,-0.04050000000000001,0.0,0.0
51,h2_storage,2030,30,51,51,,-0.04050000000000001,0.0,0.0
52,h2_storage,2030,30,52,52,,-0.04050000000000001,0.0,0.0
53,h2_storage,2030,30,53,53,,-0.04050000000000001,0.0,0.0
54,h2_storage,2030,30,54,54,,-0.04050000000000001,0.0,0.0
55,h2_storage,2030,30,55,55,,-0.04050000000000001,0.0,0.0
56,h2_storage,2030,30,56,56,,-0.04050000000000001,0.0,0.0
57,h2_storage,2030,30,57,57,,-0.04050000000000001,0.0,0.0
58,h2_storage,2030,30,58,58,,-0.04050000000000001,0.0,0.0
59,h2_storage,2030,30,59,59,,-0.04050000000000001,0.0,0.0
60,h2_storage,2030,30,60,60,,-0.04050000000000001,0.0,0.0
61,h2_storage,2030,30,61,61,,-0.04050000000000001,0.0,0.0
62,h2_storage,2030,30,62,62,,-0.04050000000000001,0.0,0.0
63,h2_storage,2030,30,63,63,,-0.04050000000000001,0.0,0.0
64,h2_storage,2030,30,64,64,,-0.04050000000000001,0.0,0.0
